text,label
hey the inverter battery is swelling up don't touch it,risk
uh moving the report to tonight everyone okay with that done then na,decision
the new timings for the grocery store are 8 pm to early morning,info
the landlord confirmed the class is at 8 pm,info
arre our booking at the office is confirmed for tuesday,info
by the way let me set a reminder to water the plants,task
arre low balance alert came twice something's wrong with the account,risk
by the way does anyone know where i kept the rent,question
do you know what time the the service center closes,question
hey the restaurant is running a big sale till tomorrow,info
you know the electrician said the meeting got cancelled,info
i will share the details with ankit after the trip actually,task
so note it down we must book the tickets by day after tomorrow,task
uh remind me to collect the laundry wednesday,task
let's move the party to monday,decision
fine let's not invite the teacher then,decision
that link the electrician forwarded looks like a scam,risk
let me finish the documents tonight and send it over,task
uh yeah,ordinary
okay so is it possible to change the date of the review,question
i need to submit the form before early morning,task
uh i think the milk has gone bad,risk
uh the dog did the funniest thing today,ordinary
so can somebody check the status of the assignment,question
so is it possible to change the date of of the meeting,question
is the market open on friday or not actually,question
so i'll get it done and update you by 1030,task
is it possible to change the date of the appointment,question
actually i said i'd help my brother with the charger tuesday,task
so okay then tuesday 530 is locked for the trip,decision
the plumber texted that the trip is happening at the bank,info
the road is blocked this evening,info
uh oh nice only,ordinary
how many people are coming to the trip,question
our booking at the clinic is confirmed for thursday you know,info
okay so that actor is so so good in the weather,ordinary
actually let me set a reminder to return the library books,task
we really need to address this at some point,ordinary
actually hmm let me think only,ordinary
hey let's drop the idea of the flight this month,decision
careful the gas smells weird,risk
insurance claim got approved for 500 rupees,info
news says the bank metro line opens this evening,info
you know the inverter battery is swelling up don't touch it,risk
okay so oh nice,ordinary
listen how much did we pay for the assignment last time,question
there's a crack crack on the wall near the pharmacy getting bigger,risk
let's go ahead with the delivery guy's suggestion,decision
got the confirmation the medicine ships tomorrow na,info
by the way moving the parcel to wednesday everyone okay with that done then,decision
so pending item is to renew the insurance don't let me forget,task
